trade_date,code,name,price,pct_chg,turnover,volume_ratio,market_cap,score,risk_level,tier,action,recommendation_type,holding_period,execution_status,execution_note,min_order_shares,strategy_name,strategy_stage,primary_theme,theme_rank,theme_leader_role,confirmation_status,buy_zone,stop_loss,target_price
2026-07-02,002759,天际股份,27.27,1.64,0.17,1.0,0.0,56.88,高,C,AVOID,RADAR_ONLY,1-3个交易日,BUYABLE,未贴近涨停价，按限价单可执行候选处理,100,强势回踩/放量突破,ENTRY_SETUP,,0,,STANDARD_OPEN_CONFIRM,26.56-27.02,25.69,29.04
2026-07-02,300017,网宿科技,13.2,-1.12,0.04,1.0,0.0,52.53,高,C,AVOID,RADAR_ONLY,1-3个交易日,BUYABLE,未贴近涨停价，按限价单可执行候选处理,100,强势回踩/放量突破,ENTRY_SETUP,传媒互联网,2,前排跟踪,THEME_OPEN_CONFIRM,12.86-13.08,12.43,14.06
2026-07-02,601778,晶科科技,4.31,0.23,0.02,1.0,0.0,51.46,高,C,AVOID,RADAR_ONLY,1-3个交易日,BUYABLE,未贴近涨停价，按限价单可执行候选处理,100,强势回踩/放量突破,ENTRY_SETUP,电力/新能源/电网,3,普通跟踪,THEME_OPEN_CONFIRM,4.20-4.27,4.06,4.59
2026-07-02,002124,天邦食品,2.37,2.16,0.31,1.0,0.0,50.14,高,C,AVOID,RADAR_ONLY,1-3个交易日,BUYABLE,未贴近涨停价，按限价单可执行候选处理,100,强势回踩/放量突破,ENTRY_SETUP,其他,4,前排核心,STANDARD_OPEN_CONFIRM,2.31-2.35,2.23,2.52
2026-07-02,000878,云南铜业,15.92,0.38,0.01,1.0,0.0,48.68,高,C,AVOID,RADAR_ONLY,1-3个交易日,BUYABLE,未贴近涨停价，按限价单可执行候选处理,100,强势回踩/放量突破,ENTRY_SETUP,有色/小金属,0,普通跟踪,STANDARD_OPEN_CONFIRM,15.51-15.78,15.0,16.95
2026-07-02,600905,三峡能源,3.76,0.0,0.0,1.0,0.0,48.6,高,C,AVOID,RADAR_ONLY,1-3个交易日,BUYABLE,未贴近涨停价，按限价单可执行候选处理,100,强势回踩/放量突破,ENTRY_SETUP,电力/新能源/电网,3,普通跟踪,STANDARD_OPEN_CONFIRM,3.66-3.73,3.54,4.0
2026-07-02,603960,克来机电,17.6,0.34,0.0,1.0,0.0,48.35,高,C,AVOID,RADAR_ONLY,1-3个交易日,BUYABLE,未贴近涨停价，按限价单可执行候选处理,100,强势回踩/放量突破,ENTRY_SETUP,,0,,STANDARD_OPEN_CONFIRM,17.14-17.44,16.58,18.74
2026-07-02,600893,航发动力,37.4,-0.87,0.0,1.0,0.0,47.56,高,C,AVOID,RADAR_ONLY,1-3个交易日,BUYABLE,未贴近涨停价，按限价单可执行候选处理,100,强势回踩/放量突破,ENTRY_SETUP,机器人/汽车链,0,普通跟踪,THEME_OPEN_CONFIRM,36.43-37.06,35.23,39.83
2026-07-02,002487,大金重工,54.95,-0.16,0.02,1.0,0.0,47.3,高,C,AVOID,RADAR_ONLY,1-3个交易日,BUYABLE,未贴近涨停价，按限价单可执行候选处理,100,强势回踩/放量突破,ENTRY_SETUP,传媒互联网,2,普通跟踪,STANDARD_OPEN_CONFIRM,53.52-54.45,51.76,58.52
2026-07-02,601609,金田股份,11.13,-1.15,0.03,1.0,0.0,46.29,高,C,AVOID,RADAR_ONLY,1-3个交易日,BUYABLE,未贴近涨停价，按限价单可执行候选处理,100,强势回踩/放量突破,ENTRY_SETUP,电力/新能源/电网,3,普通跟踪,THEME_OPEN_CONFIRM,10.84-11.03,10.48,11.85
2026-07-02,002455,百川股份,8.0,1.01,0.15,1.0,0.0,45.78,高,C,AVOID,RADAR_ONLY,1-3个交易日,BUYABLE,未贴近涨停价，按限价单可执行候选处理,100,强势回踩/放量突破,ENTRY_SETUP,,0,,STANDARD_OPEN_CONFIRM,7.79-7.93,7.54,8.52
2026-07-02,601058,赛轮轮胎,11.54,0.96,0.01,1.0,0.0,45.37,高,C,AVOID,RADAR_ONLY,1-3个交易日,BUYABLE,未贴近涨停价，按限价单可执行候选处理,100,强势回踩/放量突破,ENTRY_SETUP,,0,,STANDARD_OPEN_CONFIRM,11.24-11.43,10.87,12.29
2026-07-02,002822,ST中装,3.53,5.06,0.36,1.0,0.0,43.76,高,C,WATCH,LIMIT_REVIEW,1-3个交易日,BLOCKED_LIMIT_UP,距离涨停阈值仅 -0.06 个百分点，按难以买入处理,100,涨停后承接复盘,POST_LIMIT_REVIEW,,0,,POST_LIMIT_CONFIRM,3.44-3.50,3.33,3.76
2026-07-02,600726,华电能源,7.3,-0.41,0.01,1.0,0.0,43.28,高,C,AVOID,RADAR_ONLY,1-3个交易日,BUYABLE,未贴近涨停价，按限价单可执行候选处理,100,强势回踩/放量突破,ENTRY_SETUP,电力/新能源/电网,3,普通跟踪,STANDARD_OPEN_CONFIRM,7.11-7.23,6.88,7.77
2026-07-02,002896,中大力德,76.05,-0.41,0.02,1.0,0.0,43.28,高,C,AVOID,RADAR_ONLY,1-3个交易日,BUYABLE,未贴近涨停价，按限价单可执行候选处理,100,强势回踩/放量突破,ENTRY_SETUP,机器人/汽车链,0,普通跟踪,THEME_OPEN_CONFIRM,74.07-75.36,71.64,80.99
2026-07-02,600578,京能电力,6.53,-0.91,0.01,1.0,0.0,43.23,高,C,AVOID,RADAR_ONLY,1-3个交易日,BUYABLE,未贴近涨停价，按限价单可执行候选处理,100,强势回踩/放量突破,ENTRY_SETUP,电力/新能源/电网,3,前排跟踪,STANDARD_OPEN_CONFIRM,6.36-6.47,6.15,6.95
2026-07-02,002031,巨轮智能,5.68,-0.87,0.03,1.0,0.0,39.56,高,C,AVOID,RADAR_ONLY,1-3个交易日,BUYABLE,未贴近涨停价，按限价单可执行候选处理,100,强势回踩/放量突破,ENTRY_SETUP,机器人/汽车链,0,普通跟踪,THEME_OPEN_CONFIRM,5.53-5.63,5.35,6.05
2026-07-02,300590,移为通信,14.24,-1.73,0.02,1.0,0.0,38.6,高,C,AVOID,RADAR_ONLY,1-3个交易日,BUYABLE,未贴近涨停价，按限价单可执行候选处理,100,强势回踩/放量突破,ENTRY_SETUP,半导体/PCB/通信算力,5,,THEME_OPEN_CONFIRM,13.87-14.11,13.41,15.17
